Code Rep;Code Clt;lib famille;lib sfam;cp cli liv;ville cli liv;date doc;Vte Facturées;Marge %(BA)
8;V01009;FREINAGE;DISQUE;78130;LES MUREAUX;15/11/2017;-40;27.50
6;V00192;ELECTRICITE;BOUGIE D'ALLUMAGE;95650;PUISEUX-PONTOISE;22/05/2017;66.72;26
7;V01044;FREINAGE;DISQUE;95480;PIERRELAYE;09/06/2016;178.32;42.29
1;V00937;PNEUS;PNEUS;95310;ST OUEN L AUMONE;06/12/2017;62.40;21.44
2;V01065;VITRAGE;PARE BRISE, LUNETTE;78630;ORGEVAL;10/03/2015;47.55;46.79
1;V00675;DIVERS;DIVERS 0;95802;CERGY-PONTOISE CEDEX;31/03/2016;3102;46.67
1;V00633;FILTRATION;FILTRE A HUILE;95150;TAVERNY;11/03/2016;6;25.67
5;V00413;ENTRAINEMENT;ALTERNATEUR;95610;ERAGNY;18/04/2017;176.18;43.34
5;V00411;EQUIPEMENT ATELIER;OUTILLAGE;;;23/02/2017;57.37;22.08
8;V00166;ENTRAINEMENT;COURROIES;95650;PUISEUX PONTOISE;06/08/2015;12.76;36.13
2;V00778;EQUIPEMENT ATELIER;OUTILLAGE;78370;PLAISIR;08/01/2016;82.72;37.50
6;V00979;FILTRATION;FILTRE A HUILE;95450;VIGNY;10/07/2015;7.23;25.73
5;V00559;FREINAGE;DISQUE;60119;HENONVILLE;28/01/2015;62.72;42
1;V01201;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;95520;OSNY;13/02/2017;14.85;16.36
5;V00411;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;;;05/08/2015;20.64;30.96
8;V00166;ECHAPPEMENT;TUBE, SILENCIEUX;95650;PUISEUX PONTOISE;11/04/2016;32.74;31.86
5;V01257;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;95750;CHARS;27/10/2017;138.16;29.31
7;V00749;EQUIPEMENT ATELIER;OUTILLAGE;78570;CHANTELOUP LES VIGNES;12/03/2015;34.29;28.90
2;V00763;VITRAGE;DIVERS VITRAGE 0;92500;RUEIL MALMAISON;30/03/2016;37.26;50
5;V00411;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;;;07/12/2016;125.38;31.60
2;V01269;EQUIPEMENT ATELIER;MATERIEL;95150;TAVERNY;08/08/2017;-1.18;40.68
7;V00749;FREINAGE;PLAQUETTE;78570;CHANTELOUP LES VIGNES;13/02/2015;-70.16;42
6;V00331;FILTRATION;FILTRE A CARBURANT;95640;MARINES;11/12/2017;22.08;29.53
1;V01123;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;12/10/2016;35.30;42.01
11;V00970;EQUIPEMENT ATELIER;MATERIEL;91120;PALAISEAU;30/04/2015;96.96;47.66
7;V00460;FILTRATION;FILTRE A HUILE;95000;CERGY;17/03/2017;27.79;25.76
8;V00166;THERMIQUE;PIECE DE CLIMATISATION;95650;PUISEUX PONTOISE;24/05/2016;178.75;32.31
8;V01009;ENTRAINEMENT;KIT COURROIE D'ACCESSOIRES;78130;LES MUREAUX;27/01/2017;95.67;25.58
7;V00739;ENTRAINEMENT;COURROIES;95000;CERGY;07/12/2015;9.17;36.21
5;V00424;FILTRATION;FILTRE A HUILE;;;05/03/2016;7.73;25.74
7;V00695;DIVERS;DIVERS 0;95450;CONDECOURT;13/12/2017;3.59;37.60
6;V00979;VITRAGE;ACCESSOIRE PARE BRISE, VITRAGE;95450;VIGNY;13/07/2016;17.93;39.99
7;V01039;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;95420;CLERY EN VEXIN;04/02/2015;27.24;45.63
7;V00695;FILTRATION;FILTRE A HUILE;95450;CONDECOURT;05/10/2016;5.70;21.75
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;08/04/2015;53.84;32.49
1;V00330;DIVERS;DIVERS 0;95015;CERGY PONTOISE;05/02/2016;167.30;100
7;V01044;FREINAGE;PLAQUETTE;95480;PIERRELAYE;10/12/2015;16.67;47.33
5;V00424;ELECTRICITE;CAPTEURS, SONDES;;;06/12/2017;14.34;38.15
5;V00411;FILTRATION;FILTRE A CARBURANT;;;08/08/2016;20.78;29.40
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;13/04/2015;24.52;27.49
7;V00739;MOTEUR;SUPPORT MOTEUR;95000;CERGY;10/10/2017;33.16;23.07
2;V00785;EQUIPEMENT ATELIER;MATERIEL;78920;ECQUEVILLY;10/02/2017;180;0
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;05/02/2016;82.14;37.57
5;V00411;DIVERS;CABLE;;;27/02/2017;27.30;34.98
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95650;PUISEUX PONTOISE;28/10/2015;66.80;24
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95650;PUISEUX PONTOISE;03/03/2017;65.15;43.64
1;V00178;FILTRATION;FILTRE A HUILE;95280;JOUY LE MOUTIER;10/08/2015;34.87;25.64
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;23/11/2016;66.30;46.67
8;V01009;FILTRATION;FILTRE HABITACLE;78130;LES MUREAUX;29/03/2017;42.87;27.69
7;V00695;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95450;CONDECOURT;26/01/2017;34.17;47.29
5;V00411;FREINAGE;PLAQUETTE;;;11/01/2017;61.10;46.27
1;V01029;LIQUIDE;DIVERS LIQUIDES;95800;CERGY;08/03/2017;279.99;39.28
1;V00358;FILTRATION;FILTRE A CARBURANT;;;12/03/2015;32.98;48.61
8;V00572;ECLAIRAGE;;95650;PUISEUX PONTOISE;18/02/2015;10.40;30
8;V00968;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;13/02/2015;42.05;27.51
1;V01122;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95310;ST OUEN L AUMONE;10/08/2016;460.70;47.29
1;V00253;LIQUIDE;HUILE DE BOITE;95310;SAINT-OUEN L'AUMONE;22/12/2015;6.86;37.90
7;V01115;ENTRAINEMENT;POMPE A EAU;95520;OSNY;30/10/2015;32.93;39.39
6;V00331;LIQUIDE;HUILE MOTEUR;95640;MARINES;01/06/2015;25.90;42.86
7;V00739;FILTRATION;FILTRE A HUILE;95000;CERGY;18/07/2017;5.03;25.84
7;V00695;VITRAGE;PARE BRISE, LUNETTE;95450;CONDECOURT;31/05/2016;152.80;26
7;V00676;FILTRATION;FILTRE A HUILE;95520;OSNY;26/05/2016;3.71;21.83
5;V00323;ELECTRICITE;POMPE CARBURANT, HUILE, LAVE GLACE;95650;PUISEUX PONTOISE;19/12/2017;-173.43;28.57
2;V00824;EQUIPEMENT ATELIER;EPI;91470;LIMOURS;19/09/2017;0;0
5;V00110;FILTRATION;FILTRE A CARBURANT;95450;US;05/10/2016;-26.63;38.04
7;V00695;FREINAGE;PLAQUETTE;95450;CONDECOURT;25/10/2016;0;0
1;V00937;FILTRATION;FILTRE A CARBURANT;95310;ST OUEN L AUMONE;14/12/2015;38.21;25.65
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;RESSORT;;;19/09/2016;108.24;26.66
5;V00411;ENTRAINEMENT;COURROIES;;;18/08/2015;33.15;43.80
6;V00979;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;95450;VIGNY;16/01/2015;266.64;42.42
7;V00739;FREINAGE;DISQUE;95000;CERGY;27/04/2016;22.44;37.48
6;V00979;EQUIPEMENT ATELIER;CONSOMABLE;95450;VIGNY;15/09/2017;3.58;30.45
1;V00279;DIVERS;DIVERS 0;95310;SAINT OUEN L'AUMONE;06/12/2016;100;20.10
1;V00937;DIVERS;DIVERS 0;95310;ST OUEN L AUMONE;29/01/2016;74.25;4.46
5;V00411;LIQUIDE;LAVE GLACE;;;17/10/2016;3.72;33.33
1;V01029;ENTRAINEMENT;KIT DE DISTRIBUTION, ACCESSOIRES;95800;CERGY;28/10/2015;81.90;36.67
6;V00979;ECHAPPEMENT;TUBE, SILENCIEUX;95450;VIGNY;06/08/2015;126.01;19.47
1;V01201;LIQUIDE;HUILE MOTEUR;95520;OSNY;07/03/2017;15;21.67
1;V00330;VITRAGE;DIVERS VITRAGE 0;95015;CERGY PONTOISE;29/05/2017;16.22;30.02
5;V00411;LIQUIDE;HUILE DE BOITE;;;11/04/2017;10.45;29.67
5;V00411;FILTRATION;FILTRE A CARBURANT;;;10/06/2017;114.21;35.52
8;V00166;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;95650;PUISEUX PONTOISE;04/07/2017;76.80;23.33
1;V00178;VITRAGE;DIVERS VITRAGE 0;95280;JOUY LE MOUTIER;22/11/2016;68.06;55.92
8;V00166;ECHAPPEMENT;TUBE, SILENCIEUX;95650;PUISEUX PONTOISE;13/06/2016;54.30;38.67
6;V00192;FILTRATION;FILTRE A AIR;95650;PUISEUX-PONTOISE;24/01/2017;10.02;29.34
7;V01044;FILTRATION;FILTRE A HUILE;95480;PIERRELAYE;06/05/2016;5.70;21.75
7;V00464;DIVERS;DIVERS 0;95301;PONTOISE;19/12/2017;71.25;59.07
7;V00460;PNEUS;PNEUS;95000;CERGY;29/06/2017;294.84;8.97
1;V01122;VITRAGE;DIVERS VITRAGE 0;95310;ST OUEN L AUMONE;15/04/2016;20.69;44.13
6;V00331;ENTRAINEMENT;COURROIE DE DISTRIBUTION;95640;MARINES;16/04/2015;-63;40
8;V00166;ECHAPPEMENT;VANNE EGR;95650;PUISEUX PONTOISE;14/09/2017;200.13;18.57
7;V01121;DIVERS;DIVERS 0;60240;FLEURY;13/06/2017;115.56;10
7;V00676;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;95520;OSNY;09/02/2015;116.29;43.33
8;V01153;FREINAGE;DISQUE;;;13/05/2016;48.26;9.08
1;V00302;DIVERS;DIVERS 0;95800;CERGY ST.CHRISTOPHE;13/08/2015;17.10;65.32
5;V00430;CONSOMMABLE CARROSSERIE;;;;19/01/2015;0;0
7;V00740;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95300;ENNERY;06/04/2017;45.65;48.06
7;V00464;THERMIQUE;DIVERS THERMIQUE;95301;PONTOISE;06/10/2017;399;40.48
8;V01009;FILTRATION;FILTRE A HUILE;78130;LES MUREAUX;28/06/2017;26.62;25.81
2;V00813;EQUIPEMENT ATELIER;MATERIEL;95170;DEUIL LA BARRE;16/07/2015;77;62.88
14;V01214;EQUIPEMENT ATELIER;OUTILLAGE;;;29/03/2017;47;30
5;V00411;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;;;31/10/2015;23.28;42.01
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;;;15/10/2016;24;12
6;V01106;ELECTRICITE;BOUGIE D'ALLUMAGE;95450;AVERNES;25/04/2017;20.62;38.36
7;V00464;ENTRAINEMENT;GALET, POULIE, DAMPER;95301;PONTOISE;15/12/2016;16.65;47.15
6;V00752;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;95450;VIGNY;21/07/2015;36.63;51.43
1;V01029;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95800;CERGY;04/12/2015;6.20;54.52
11;V00855;VITRAGE;RETROVISEUR, MIROIR;59200;TOURCOING;25/03/2015;480;16.88
5;V00411;29;;;;17/04/2015;115.10;28.30
1;V00043;ENTRAINEMENT;KIT COURROIE D'ACCESSOIRES;95150;TAVERNY;02/05/2017;66.36;33.33
6;V00979;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95450;VIGNY;09/03/2016;126.50;30.91
7;V00740;FREINAGE;PLAQUETTE;95300;ENNERY;11/07/2017;4.08;163.24
8;V00526;FILTRATION;FILTRE A HUILE;95640;MARINES;03/08/2017;10.84;9.23
7;V00739;FREINAGE;DISQUE;95000;CERGY;11/09/2015;-117.31;32.23
8;V00166;THERMIQUE;PIECE DE CLIMATISATION;95650;PUISEUX PONTOISE;06/08/2015;352.23;21.93
1;V01134;FILTRATION;FILTRE A AIR;95650;PUISEUX PONTOISE;26/08/2016;10.42;29.37
2;V01065;VITRAGE;ABRASIF, MASQUAGE;78630;ORGEVAL;03/12/2015;172.47;51.08
6;V00607;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;60240;BOUCONVILLERS;24/03/2015;18;52.22
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;16/10/2015;20.96;27.48
5;V01267;ELECTRICITE;BATTERIE;95450;ABLEIGES;16/11/2017;61.36;30
7;V00695;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95450;CONDECOURT;25/07/2016;5.76;53.30
2;V00800;VITRAGE;ABRASIF, MASQUAGE;78360;MONTESSON;13/12/2016;59.52;26.29
1;V01122;EQUIPEMENT ATELIER;CONSOMABLE;95310;ST OUEN L AUMONE;08/02/2016;99.93;26.34
1;V00633;FILTRATION;FILTRE A CARBURANT;95150;TAVERNY;28/04/2016;17.78;25.65
8;V00166;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95650;PUISEUX PONTOISE;06/11/2015;45.92;19.16
8;V00166;ENTRAINEMENT;COURROIES;95650;PUISEUX PONTOISE;05/01/2016;9.68;-24.28
7;V00740;FILTRATION;FILTRE A CARBURANT;95300;ENNERY;10/04/2017;-33.86;25.84
8;V00166;ENTRAINEMENT;COURROIES;95650;PUISEUX PONTOISE;31/01/2017;18.82;22.64
8;V01009;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;78130;LES MUREAUX;20/05/2016;63.92;14.89
5;V01148;ECHAPPEMENT;TUBE, SILENCIEUX;60240;MONTJAVOULT;11/04/2016;72.20;43.49
6;V00979;DIVERS;DIVERS 0;95450;VIGNY;09/03/2016;129;33.33
6;V00979;COMPTABILITE;CONSIGNE;95450;VIGNY;04/03/2016;100;0
1;V00449;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95027;CERGY-PONTOISE CEDEX;11/10/2017;9;52.22
1;V00937;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95310;ST OUEN L AUMONE;29/11/2016;94.71;27.27
1;V01072;EQUIPEMENT ATELIER;CONSOMABLE;95000;CERGY;04/07/2015;9.34;50
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;DIVERS PSD 0;95000;CERGY;23/01/2015;34.80;41.32
1;V00638;FREINAGE;KIT DE FREIN;95840;VILLIERS ADAM;03/04/2015;157.96;44.83
7;V00688;ELECTRICITE;RELAIS, FUSIBLE, FAISCEAU, CONTACTEUR;;;03/12/2015;0,63;82.54
5;V00411;DIVERS;CABLE;;;14/05/2016;33.42;20.41
5;V00960;ENTRAINEMENT;GALET, POULIE, DAMPER;;;16/09/2015;51.71;38.33
1;V00279;29;;95310;SAINT OUEN L'AUMONE;04/03/2015;175.95;35.69
1;V01081;EQUIPEMENT ATELIER;OUTILLAGE;60240;FLEURY;31/08/2017;79.02;13.34
7;V00739;ELECTRICITE;BOUGIE D'ALLUMAGE;95000;CERGY;09/08/2016;16;24
1;V00638;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95840;VILLIERS ADAM;18/02/2016;26.40;51.67
7;V00641;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95650;BOISSY L AILLERIE;04/08/2015;27;52.22
7;V00739;THERMIQUE;PIECE DE CLIMATISATION;95000;CERGY;17/10/2017;25.35;20
1;V01145;FILTRATION;FILTRE HABITACLE;95840;VILLIERS ADAM;07/06/2016;7.44;29.44
8;V01009;EQUIPEMENT ATELIER;CONSOMABLE;78130;LES MUREAUX;26/01/2016;56.27;33.32
7;V00739;DIVERS;DIVERS 0;95000;CERGY;26/08/2015;182.70;31.58
7;V00688;FILTRATION;FILTRE A AIR;;;01/12/2017;24.59;37.58
5;V00411;DIVERS;BAGUE, JOINT;;;17/05/2016;11.66;38.51
1;V00937;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;09/09/2016;79.60;42
7;V01044;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;95480;PIERRELAYE;03/02/2015;21.39;45.63
8;V00968;ELECTRICITE;BATTERIE;95310;ST OUEN L AUMONE;18/04/2017;70.20;33.33
1;V00179;ENTRAINEMENT;DEMARREUR;78700;CONFLANS ST HONORINE;30/08/2016;145.94;47.69
5;V00411;FILTRATION;FILTRE A HUILE;;;22/01/2016;8.33;38.06
8;V00968;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95310;ST OUEN L AUMONE;22/05/2017;-84.10;30.92
1;V01260;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95420;MAGNY EN VEXIN;20/10/2017;87.73;15.56
1;V00179;FREINAGE;KIT DE FREIN;78700;CONFLANS ST HONORINE;29/08/2016;72;43.33
2;V01003;VITRAGE;DIVERS VITRAGE 0;78500;SARTROUVILLE;18/06/2015;76.68;64.71
5;V00411;FILTRATION;FILTRE HABITACLE;;;06/03/2017;-22.13;33.03
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;;;14/11/2017;33.96;36.69
5;V00411;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;;;19/04/2017;49.32;19.99
11;V00776;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;92230;GENNEVILLIERS;07/12/2016;48.35;30.24
7;V00661;ECLAIRAGE;DIVERS ECLAIRAGE;95000;CERGY;04/02/2015;54;45
8;V00166;THERMIQUE;PIECE DE CLIMATISATION;95650;PUISEUX PONTOISE;24/06/2015;189.93;33.84
5;V00956;ELECTRICITE;BOUGIE D'ALLUMAGE;;;11/04/2016;37.01;10
7;V00739;FREINAGE;DISQUE;95000;CERGY;23/03/2015;-45.68;27.50
7;V00695;FILTRATION;FILTRE A AIR;95450;CONDECOURT;29/09/2017;15.38;27.70
8;V00968;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;95310;ST OUEN L AUMONE;23/10/2015;57.85;34.61
5;V00411;ENTRAINEMENT;COURROIES;;;05/03/2015;9.45;73.23
8;V00572;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95650;PUISEUX PONTOISE;10/05/2016;14.40;12.50
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;07/09/2015;13.07;29.38
5;V00411;FREINAGE;PLAQUETTE;;;10/09/2016;60.48;51.67
5;V00411;DIVERS;DIVERS 0;;;09/02/2017;435.75;22.71
7;V01271;FREINAGE;PLAQUETTE;95520;OSNY;07/12/2017;22.91;35.57
5;V00411;FILTRATION;FILTRE A CARBURANT;;;30/07/2015;89;28.06
5;V00411;EQUIPEMENT ATELIER;CONSOMABLE;;;28/01/2016;2.91;23.71
2;V00150;VITRAGE;ABRASIF, MASQUAGE;95310;SAINT OUEN L'AUMONE;18/09/2017;38.92;41.78
7;V00464;EQUIPEMENT ATELIER;OUTILLAGE;95301;PONTOISE;02/09/2015;0,93;35.48
6;V00752;ELECTRICITE;CAPTEURS, SONDES;95450;VIGNY;22/06/2015;52;25
1;V01201;ENTRAINEMENT;COURROIES;95520;OSNY;20/03/2017;24.88;39.99
8;V01009;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ADDITIF;78130;LES MUREAUX;03/01/2017;24.94;36.85
1;V00937;PNEUS;PNEUS;95310;ST OUEN L AUMONE;25/01/2016;46;18.74
1;V00074;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95250;BEAUCHAMP;20/05/2015;14.52;53.31
7;V01125;DIVERS;DIVERS 0;95450;US;20/02/2017;14.76;34.08
5;V00411;FILTRATION;FILTRE A HUILE;;;31/08/2017;28.40;32.75
1;V00636;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;03/10/2016;6.94;25.79
5;V00559;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;60119;HENONVILLE;29/07/2015;14.36;33.84
7;V00460;ENTRAINEMENT;COURROIES;95000;CERGY;19/12/2017;0;0
1;V00074;FILTRATION;FILTRE HABITACLE;95250;BEAUCHAMP;03/11/2015;40.99;29.37
5;V00411;VITRAGE;DIVERS VITRAGE 0;;;24/11/2016;56.41;48.25
7;V01044;EQUIPEMENT ATELIER;CONSOMABLE;95480;PIERRELAYE;18/09/2015;209.48;36.25
5;V00411;FILTRATION;FILTRE A CARBURANT;;;24/02/2016;30.59;25.66
5;V00529;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;95550;BESSANCOURT;17/07/2017;-9.58;30.06
8;V01009;FILTRATION;FILTRE A HUILE;78130;LES MUREAUX;23/06/2015;15.15;21.78
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;20/07/2016;211;30.42
5;V00974;VITRAGE;ABRASIF, MASQUAGE;;;16/12/2017;15.70;35.61
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95000;CERGY;19/01/2016;-78.57;47.27
8;V00968;FILTRATION;FILTRE A AIR;95310;ST OUEN L AUMONE;02/03/2015;27.33;29.38
8;V01050;PNEUS;PNEUS;;;26/08/2016;452.40;8.97
8;V00166;DIVERS;CABLE;95650;PUISEUX PONTOISE;18/10/2017;18.31;13.33
1;V00716;COMPTABILITE;CONSIGNE;95480;PIERRELAYE;19/09/2017;200;0
8;V01009;FILTRATION;FILTRE A CARBURANT;78130;LES MUREAUX;25/08/2016;21.40;21.73
1;V00177;FREINAGE;PLAQUETTE;95280;JOUY LE MOUTIER;15/06/2016;64.74;51.67
1;V00122;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95150;TAVERNY;14/01/2016;71.08;54.28
2;V00985;VITRAGE;RETROVISEUR, MIROIR;78580;LES ALLUETS LE ROI;20/02/2015;41.86;44.77
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;14/02/2017;-92.93;31.11
7;V01111;PNEUS;PNEUS;95000;CERGY;10/09/2015;61.10;18.46
5;V00411;27;;;;07/01/2015;7.30;40
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;;;30/06/2015;19.40;40
5;V00411;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;;;17/06/2017;18.56;30.01
7;V00951;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95000;CERGY;17/02/2015;84;28.33
1;V00208;VITRAGE;DIVERS VITRAGE 0;78700;CONFLANS STE HONORIN;11/07/2016;257.50;52.90
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;;;06/04/2016;23.28;36.68
8;V00166;FILTRATION;FILTRE A CARBURANT;95650;PUISEUX PONTOISE;30/03/2017;26.10;25.82
7;V00464;DIVERS;DIVERS 0;95301;PONTOISE;27/10/2016;447.10;31.39
5;V00110;FREINAGE;ETRIER;95450;US;11/03/2015;180.82;57.02
5;V00411;17;;;;07/04/2015;74.02;33.33
1;V00074;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;95250;BEAUCHAMP;29/11/2017;72.88;25.71
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;VERIN DE HAYON;;;29/06/2016;34.55;34.62
1;V00074;FREINAGE;PLAQUETTE;95250;BEAUCHAMP;08/10/2015;-19.50;50
5;V00430;ELECTRICITE;CAPTEURS, SONDES;;;08/08/2017;32.95;32.56
5;V00411;ENTRAINEMENT;COURROIES;;;16/10/2017;53.83;40
8;V01163;MOTEUR;SUPPORT MOTEUR;17851;MAIA DE MONTCAL;31/12/2016;372.56;9.09
8;V01009;LIQUIDE;LIQUIDE DE FREIN;78130;LES MUREAUX;12/06/2015;10.20;66.67
6;V00979;ELECTRICITE;BOBINE;95450;VIGNY;04/03/2016;55.14;35
7;V01162;ELECTRICITE;CAPTEURS, SONDES;95300;HEROUVILLE;27/07/2017;43.28;53.63
2;V00824;EQUIPEMENT ATELIER;MATERIEL;91470;LIMOURS;17/05/2016;187.54;44.15
8;V00968;ENTRAINEMENT;COURROIES;95310;ST OUEN L AUMONE;19/04/2016;0;0
8;V00968;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;29/06/2015;175.45;24.11
1;V00109;EQUIPEMENT ATELIER;OUTILLAGE;95280;JOUY LE MOUTIER;28/07/2016;29.30;32.90
8;V00968;ELECTRICITE;BATTERIE;95310;ST OUEN L AUMONE;17/02/2017;132.60;33.33
8;V01009;FILTRATION;FILTRE A HUILE;78130;LES MUREAUX;10/02/2016;4.85;21.86
6;V00752;FREINAGE;PLAQUETTE;95450;VIGNY;20/05/2015;13.78;50
7;V01039;DIVERS;DIVERS 0;95420;CLERY EN VEXIN;31/05/2017;91;28.57
7;V01148;EQUIPEMENT ATELIER;CONSOMABLE;60240;MONTJAVOULT;12/10/2016;7.45;26.17
7;V00739;FILTRATION;FILTRE HABITACLE;95000;CERGY;22/04/2015;10;29.40
7;V00739;FILTRATION;FILTRE A CARBURANT;95000;CERGY;10/07/2015;65.92;21.74
5;V00411;ECHAPPEMENT;TUBE, SILENCIEUX;;;09/06/2016;91.39;42.31
