1;V00937;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;29/09/2017;-22.50;42
7;V00465;ELECTRICITE;BOUGIE D'ALLUMAGE;95520;OSNY;02/10/2017;11.62;38.38
1;V01132;DIVERS;BAGUE, JOINT;95610;ERAGNY;27/09/2016;29.39;40.32
1;V00624;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95310;ST OUEN L AUMONE;14/11/2016;9;52.22
5;V00411;FILTRATION;FILTRE A CARBURANT;;;11/05/2016;43.11;25.66
1;V00638;FILTRATION;FILTRE A AIR;95840;VILLIERS ADAM;10/11/2015;7;29.43
5;V00411;FREINAGE;DISQUE;;;08/01/2016;147.73;46.62
8;V00166;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95650;PUISEUX PONTOISE;11/01/2017;10.10;51.49
6;V00979;ENTRAINEMENT;COURROIES;95450;VIGNY;15/12/2017;37.26;49.97
6;V00626;DIVERS;DIVERS 0;95480;PIERRELAYE;29/04/2015;195;23.08
2;V00843;EQUIPEMENT ATELIER;MATERIEL;78260;ACHERES;02/02/2015;32.25;62.02
5;V00110;FILTRATION;FILTRE A HUILE;95450;US;23/04/2015;5.99;38.06
6;V00331;FILTRATION;FILTRE A HUILE;95640;MARINES;05/04/2016;16.51;25.68
5;V00411;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;;;06/04/2016;10.01;43.06
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;25/07/2015;30.27;37.50
5;V01105;ELECTRICITE;BOUGIE D'ALLUMAGE;.;.;25/01/2016;16.50;32.73
2;V00800;VITRAGE;DIVERS VITRAGE 0;78360;MONTESSON;07/12/2015;30.98;38.54
1;V00638;FILTRATION;FILTRE HABITACLE;95840;VILLIERS ADAM;06/08/2015;18.44;29.34
1;V01114;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ADDITIF;95520;OSNY;16/06/2016;33.27;31.26
7;V01125;LIQUIDE;HUILE MOTEUR;95450;US;12/07/2017;19.78;39.28
5;V00974;DIVERS;BAGUE, JOINT;;;11/05/2017;17.57;21.86
8;V00166;ENTRAINEMENT;COURROIE DE DISTRIBUTION;95650;PUISEUX PONTOISE;17/02/2015;38.50;29.09
5;V00529;VITRAGE;ACCESSOIRE PARE BRISE, VITRAGE;95550;BESSANCOURT;07/09/2016;5;30
8;V00968;FREINAGE;DISQUE AVEC ROULEMENT;95310;ST OUEN L AUMONE;03/10/2016;-117.42;35.56
1;V01081;ENTRAINEMENT;COURROIES;60240;FLEURY;05/03/2015;35.94;50
7;V00460;EQUIPEMENT ATELIER;CONSOMABLE;95000;CERGY;28/09/2015;10.09;34.99
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;05/03/2015;19.84;29.39
5;V00411;FILTRATION;FILTRE A HUILE;;;07/04/2017;27.59;29.58
8;V00166;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95650;PUISEUX PONTOISE;31/08/2017;4.36;33.49
7;V01100;FILTRATION;FILTRE A HUILE;95450;US;07/08/2017;14.32;29.61
1;V00746;VITRAGE;PARE BRISE, LUNETTE;60730;ULLY ST GEORGES;10/04/2015;136;13.88
7;V01162;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95300;HEROUVILLE;13/01/2017;9;52.22
7;V00739;ENTRAINEMENT;DEMARREUR;95000;CERGY;15/12/2015;-143.29;100
1;V00358;FREINAGE;PLAQUETTE;;;26/09/2015;-2.91;42.27
7;V01044;ELECTRICITE;CAPTEURS, SONDES;95480;PIERRELAYE;01/07/2016;-275.08;34.28
8;V00163;DIVERS;BAGUE, JOINT;78700;CONFLANS;09/06/2016;64.23;9.09
7;V00688;ENTRAINEMENT;POMPE A EAU;;;01/04/2015;84.39;35
7;V01111;DIVERS;DIVERS 0;95000;CERGY;02/06/2017;-46.20;19.89
8;V00968;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;02/12/2016;16;25.63
2;V00803;VITRAGE;DIVERS VITRAGE 0;78380;BOUGIVAL;29/03/2016;31.20;59.87
5;V00411;DIVERS;CABLE;;;11/06/2015;8.54;36.07
5;V00411;FREINAGE;DISQUE;;;10/02/2015;129.79;52.25
2;V00795;EQUIPEMENT ATELIER;OUTILLAGE;94120;FONTENAY-SOUS-BOIS;12/11/2015;6.84;49.27
8;V00087;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95180;MENUCOURT;24/07/2015;134.64;9.09
5;V00666;DIVERS;DIVERS 0;;;28/12/2015;922;100
1;V00716;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95480;PIERRELAYE;02/10/2015;75;37.48
1;V00638;29;;95840;VILLIERS ADAM;20/04/2015;167.59;60.79
5;V00430;FILTRATION;FILTRE A HUILE;;;09/02/2015;3.38;25.74
8;V01009;FILTRATION;FILTRE A CARBURANT;78130;LES MUREAUX;04/09/2017;18.49;25.80
1;V00074;THERMIQUE;PIECE DE CLIMATISATION;95250;BEAUCHAMP;27/06/2017;11.69;20.02
7;V00676;ENTRAINEMENT;ALTERNATEUR;95520;OSNY;21/04/2016;179.97;41.38
5;V00411;ECHAPPEMENT;TUBE, SILENCIEUX;;;19/07/2016;31.05;48.89
7;V00696;DIVERS;DIVERS 0;95340;PERSAN;29/01/2016;600;10
